Source,Gmag,BPmag,RPmag,Dist,Teff,Rad,Lum-Flame,Mass-Flame,Age-Flame,x_pos,y_pos
93451586349201536,11.351002,11.88906,10.660537,1200.0743,5007.8354,8.8388,60.591854000000005,2.701,0.503,-734.9760859213544,948.6772257434117
457887292363644160,14.311683,14.630076999999998,13.811171,2603.243,11370.011,2.3495,64.37902,2.774,,-2069.3521868753637,-1579.447892056952
2047626178092576256,14.581073000000002,14.921765,14.055107,4120.4077,7088.4707,4.1717,36.17908,2.181,0.833,4043.3768938408894,793.0087695434962
22269203566956672,13.383146,13.772615,12.823988,447.7315,5833.826999999999,0.9391,0.9593893,1.054,0.645,-107.6606225987713,-434.59485320686315
179182908853280128,15.071282,16.094854,14.070267,2089.772,6080.267,4.8642,27.774582,2.122,0.95,1811.5804307911903,-1041.7885364882861
107727198647926272,14.464722,14.733726,14.034088,2232.3206,6280.7334,2.2043,4.215076,1.328,2.966,-1573.7925700914727,1583.1715660373757
202114327663376000,15.061957,15.273724,14.697981,5330.5654,9973.289,2.9625,79.6204,2.709,0.357,-2925.611527225195,-4455.97628757652
3104033479698222208,12.850459,13.238877,12.285107,1439.8242,6783.8345,3.6627,34.397636,2.153,0.875,491.3886612785508,-1353.377593457389
459943653982162688,17.297176,18.26743,16.31725,2369.656,9611.269,1.5883,19.70769,2.102,,1647.9677033885614,-1702.7836054308927
459275249693512960,12.722207,13.164685999999998,12.096079,2834.7354,15080.187,5.6459,1090.0396,5.199,,441.0160538848681,2800.219567860524
2070175787163577472,11.093349,11.230435,10.847662,704.2415,7962.371999999999,2.2149,16.339823000000003,1.868,0.8420000000000001,198.49956598215527,675.6878070730195
193816313406204288,15.423267,16.492962,14.400941,2470.5596,5114.5166,5.839,72.80798,2.802,0.4539999999999999,-365.70957022559014,-2443.342228873715
164397608492425600,14.455218,15.305378,13.539295,552.5927,5508.173000000001,1.4856,1.929323,0.966,12.499,-220.98136556225583,506.4838873720769
2270013915291855104,14.824698,16.024964999999998,13.735934,135.8743,3687.479,0.5271,0.04729684,0.532,11.128,-22.46054259892564,-134.00503507947695
151105887300871424,14.848837,15.485703,14.07359,1079.0148,6048.8286,1.6596,4.1608605,1.241,4.58,369.69425766449876,-1013.7056251540359
439636700709789952,12.30269,12.590979,11.856324,693.1237,7467.228,1.7521,7.376353999999999,1.5759999999999998,0.887,-507.5091106553979,-472.0751699713268
1813860690212659456,10.272977,10.24087,10.294257,1035.1924,13897.928,2.4804,277.7985,3.907,,-620.2534753438317,-828.7996931355963
2025747374173900160,15.650620000000002,17.016108,14.502718,224.7164,3592.8494,0.708,0.0731315,0.595,9.722,-198.4056496944415,-105.51141454025985
1807311625313076992,10.973006,11.137513,10.680561,1004.7947,7856.9355,3.6529,57.701065,2.428,0.63,86.22525954296866,1001.088204787589
4117380401404363520,15.542091,16.730632999999997,14.444426000000002,1909.8486,15012.059,2.7898,365.5691,4.293,,-863.7606913634183,-1703.3611311102968
1863196227933083904,14.815671,15.164119,14.279859,5008.3247,11849.862,3.6508,155.21808,3.286,,-3904.217304168408,-3136.941749931302
1235966763154791424,14.756162,15.939820999999998,13.672985999999998,134.3372,3685.6958,0.5239,0.046157267,0.528,12.189,11.135870548770715,133.87485085317937
3122620758123034240,14.394457,14.824039,13.78323,4078.7495,7184.518,5.2388,26.094046,2.032,0.933,1825.6159804192264,-3647.372174016273
4658429972905667456,14.031576,14.094566,13.863284,22769.86,39631.9,6.4657,,,,-16309.27189966109,-15889.435940980573
248252034585630720,14.663576999999998,15.345192,13.858274,2347.6682,5851.795999999999,4.2746,22.805319,1.976,1.17,1948.6963780887168,-1309.2472659185344
21009266320713216,14.398976,14.845005,13.780675,851.5261,5935.9463,1.2286,1.7010359,1.06,6.277,674.3109322623777,-520.0014092410262
2004256659165231488,12.333746,12.398722,12.212999,1795.3187,9921.825,2.4855,41.052227,2.396,0.308,525.5936469075261,-1716.6597079503372
160520696133217920,14.222224,15.233262,13.233633,2141.709,5317.4185,7.9016,100.94918,3.2,0.318,772.4537767321815,1997.556658393746
4042018907961613440,14.434999,16.870829,13.016786,11366.129,3380.981,134.8547,2113.2256,1.3,4.788,-11314.445376358073,1082.6884455144223
104323145008104704,14.036306,14.43755,13.461706,519.1769,5157.968,0.9247,0.5328198000000001,0.8420000000000001,11.816,53.49382078332743,516.4136565115327
2028412723469714304,15.965711,17.428573999999998,14.593629,1286.2804,8010.2573,3.3627,45.401,2.311,0.6809999999999999,-368.2201775644637,1232.4492558554105
2017324015562947968,15.552688,18.099453,14.137026,1010.4413,5481.8857,9.4966,199.35477,3.188,0.317,-500.9461870976638,877.5218164684012
2035419571811352448,14.801077,15.812855,13.777207999999998,1374.7732,4793.0854,4.3229,7.4408674,1.051,9.913,136.16233728187802,-1368.0135852191586
527206930648760320,13.839696,15.19162,12.711631,1542.7222,5705.933000000001,9.5495,74.23486,2.777,0.456,542.2002200234954,1444.3028448976042
119118448349629312,11.504839,12.476003,10.53609,817.8555,4783.441,10.7697,50.235126,2.802,0.455,-661.2381385932854,481.3021327086938
1592629025033051392,14.83974,15.988699,13.777367000000002,148.7045,3731.2295,0.5412,0.05209268,0.545,13.037,31.847950340146152,-145.25404083667203
1826707903812002944,15.050529999999998,16.01374,14.082376000000002,3303.8862,5226.557,7.8324,38.10309,2.447,0.6579999999999999,-1807.1176749617755,-2765.8614808755674
194827451787058304,15.745082,16.188438,15.119313,3536.159,9713.767,2.2112,41.853767,2.3680000000000003,0.3929999999999999,3447.0436445753307,-788.8666463185157
430897099403374464,15.630929,16.115085999999998,14.956291,7135.741,9845.84,5.0161,222.23645,3.301,0.2789999999999999,-5760.4886577892,4211.362017514402
133826993354604160,14.548212,14.912287,14.006232999999998,756.9558,5938.518,0.8787,0.9904071,1.069,0.461,628.9004034951729,-421.26757012289545
139178625681995648,13.699921,14.347056,12.926467,1373.5887,4946.359,4.1329,12.389749,1.521,2.655,-597.3090554285895,-1236.9186752049206
2929710755844489216,15.328055,16.437468,14.285221,218.1977,3809.4,0.6103,0.07292265,0.596,8.794,175.0761630202448,130.22508754997506
375125918262577408,14.796009,16.088293,13.675622,131.465,3631.5894,0.5559,0.049420297,0.54,9.687,-129.51795424136708,22.54208850419913
79101855799466368,13.048555,13.452502,12.476263,353.0522,5309.91,0.9428,0.6495068,0.853,13.099,-191.23267746858414,296.77587333379455
52803294307128832,14.222220000000002,14.940970000000002,13.393814,1538.9614,5221.444,3.9231,21.332003,2.099,1.016,-775.9037250053568,-1329.0506386939405
443033886701552128,10.907926,12.609448,9.673921,2100.4246,3731.5552,95.6647,1805.3824,1.917,1.365,-1204.0190655638069,1721.0815175476193
169371180624225408,14.128166,14.64758,13.447151000000002,696.8685,5732.8286,1.2886,1.7353753,0.983,10.772,425.4416793953469,551.9285132383694
1832041943920882560,11.648143,11.682569,11.554832,4994.928,18411.049,6.5013,,,,-4791.911783041697,-1409.5698594713706
